"Senator1","Senator2","Weight2017","Weight2015","Weight2013","Weight2011"
"MTL000137","MTL000219",NA,NA,0.613508442776735,NA
"MTL000137","MTL000189",NA,NA,0.875,NA
"MTL000137","MTL000309",NA,NA,NA,NA
"MTL000137","MTL000063",NA,NA,0.889328063241107,0.858885017421603
"MTL000137","MTL000172",0.913992297817715,0.89647577092511,NA,NA
"MTL000137","MTL000196",NA,NA,0.873517786561265,NA
"MTL000137","MTL000105",NA,NA,0.575936883629191,0.474694589877836
"MTL000137","MTL000041",NA,0.756976744186047,NA,NA
"MTL000137","MTL000106",NA,NA,NA,0.87783595113438
"MTL000137","MTL000042",NA,NA,NA,NA
"MTL000137","MTL000036",NA,NA,NA,NA
"MTL000137","MTL000355",NA,NA,NA,NA
"MTL000137","MTL000395",NA,NA,NA,NA
"MTL000137","MTL000101",NA,NA,0.570019723865878,0.47212543554007
"MTL000137","MTL000023",NA,0.625962596259626,NA,NA
"MTL000137","MTL000207",NA,NA,0.599620493358634,NA
"MTL000137","MTL000009",0.812911725955204,0.810690423162584,NA,NA
"MTL000137","MTL000107",0.6175,0.590697674418605,0.594594594594595,0.501742160278746
"MTL000137","MTL000365",NA,NA,NA,NA
"MTL000137","MTL000092",NA,NA,0.848659003831418,0.84641638225256
"MTL000137","MTL000192",NA,NA,0.633911368015414,NA
"MTL000137","MTL000410",NA,NA,NA,NA
"MTL000137","MTL000038",NA,0.581521739130435,NA,NA
"MTL000137","MTL000216",NA,NA,0.84412955465587,NA
"MTL000137","MTL000131",0.607990012484395,0.586527293844367,NA,0.463458110516934
"MTL000137","MTL000369",0.828269484808454,NA,NA,NA
"MTL000137","MTL000325",NA,NA,NA,NA
"MTL000137","MTL000237",NA,NA,NA,NA
"MTL000137","MTL000099",NA,NA,0.839920948616601,0.784965034965035
"MTL000137","MTL000048",NA,0.617283950617284,NA,NA
"MTL000137","MTL000407",NA,NA,NA,NA
"MTL000137","MTL000341",NA,NA,NA,NA
"MTL000137","MTL000220",NA,NA,0.896353166986564,NA
"MTL000137","MTL000359",0.794608472400513,NA,NA,NA
"MTL000137","MTL000389",NA,NA,NA,NA
"MTL000137","MTL000307",NA,NA,NA,NA
"MTL000137","MTL000146",NA,NA,0.8300395256917,0.823734729493892
"MTL000137","MTL000103",0.593068035943517,0.540697674418605,NA,0.442105263157895
"MTL000137","MTL000269",NA,NA,NA,NA
"MTL000137","MTL000135",NA,NA,NA,0.862369337979094
"MTL000137","X",0.664268585131894,0.888261851015801,NA,NA
"MTL000137","MTL000033",NA,NA,NA,NA
"MTL000137","MTL000349",NA,NA,NA,NA
"MTL000137","MTL000163",NA,NA,NA,NA
"MTL000137","MTL000390",NA,NA,NA,NA
"MTL000137","MTL000215",NA,NA,0.58974358974359,NA
"MTL000137","MTL000044",0.638961038961039,0.62823275862069,NA,NA
"MTL000137","MTL000362",NA,NA,NA,NA
"MTL000137","MTL000059",NA,NA,0.788571428571429,0.776831345826235
"MTL000137","MTL000117",NA,NA,0.843873517786561,0.835951134380454
"MTL000137","MTL000316",NA,NA,NA,NA
